accuracy,precision,recall,f1,specificity,false_alarm_rate,miss_rate,mean_delay_s,median_delay_s,p95_delay_s,tp,tn,fp,fn,model,thresholds,hard_negative_fpr,mild_recall,seed,split
0.9166666666666666,0.9,1.0,0.9473684210526315,0.6666666666666666,0.3333333333333333,0.0,39.99444444444444,40.0,40.13,18,4,2,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.65;150s:0.65;250s:0.61143;400s:0.64063,0.0,1.0,188,test
0.9583333333333334,0.9473684210526315,1.0,0.972972972972973,0.8333333333333334,0.16666666666666666,0.0,101.14444444444445,90.05,140.0,18,5,1,0,PrefixConfirmET_100_150,100s:0.65;150s:0.36392,0.0,1.0,208,val
0.8888888888888888,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.6666666666666666,0.3333333333333333,0.047619047619047616,102.495,90.0,140.0,20,4,2,1,PrefixConfirmET_100_150,100s:0.65;150s:0.36392,0.0,0.9523809523809523,208,test
0.9583333333333334,0.9473684210526315,1.0,0.972972972972973,0.8333333333333334,0.16666666666666666,0.0,42.8111111111111,40.0,65.0,18,5,1,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.65;150s:0.65;250s:0.65;400s:0.65,0.3333333333333333,1.0,208,val
0.8888888888888888,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.6666666666666666,0.3333333333333333,0.047619047619047616,42.495,40.0,42.69000000000004,20,4,2,1,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.55;100s:0.65;150s:0.65;250s:0.65;400s:0.65,0.3333333333333333,0.9523809523809523,208,test
0.8636363636363636,1.0,0.8235294117647058,0.9032258064516129,1.0,0.0,0.17647058823529413,93.96428571428571,90.0,111.335,14,5,0,3,PrefixConfirmET_100_150,100s:0.65;150s:0.65,0.0,0.8235294117647058,240,val
0.7307692307692307,1.0,0.65,0.7878787878787878,1.0,0.0,0.35,94.2923076923077,90.0,113.53999999999994,13,6,0,7,PrefixConfirmET_100_150,100s:0.65;150s:0.65,0.0,0.65,240,test
1.0,1.0,1.0,1.0,1.0,0.0,0.0,60.911764705882355,40.0,114.71999999999977,17,5,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.736235;100s:0.65;150s:0.65;250s:0.65;400s:0.636591,0.0,1.0,240,val
1.0,1.0,1.0,1.0,1.0,0.0,0.0,44.04,40.0,66.25000000000001,20,6,0,0,EarlyCascadeET_50_75_100_150_250_400,50s:0.55;75s:0.736235;100s:0.65;150s:0.65;250s:0.65;400s:0.636591,0.0,1.0,240,test
0.84,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.6666666666666666,0.3333333333333333,0.10526315789473684,104.68823529411763,90.0,140.0,17,4,2,2,PrefixConfirmET_100_150,100s:0.65;150s:0.33264,0.0,0.8947368421052632,244,val
