tn,fp,fn,tp,accuracy,specificity,recall,score,threshold,vetoed
173,0,436,173,0.4424552429667519,1.0,0.28407224958949095,et_fault_prob,0.905,439
173,0,437,172,0.4411764705882353,1.0,0.2824302134646962,et_fault_prob,0.9053584686815345,440
173,0,444,165,0.4322250639386189,1.0,0.270935960591133,et_fault_prob,0.9079843411165124,447
173,0,452,157,0.4219948849104859,1.0,0.25779967159277506,et_fault_prob,0.9098312400296849,455
173,0,454,155,0.4194373401534527,1.0,0.2545155993431856,et_fault_prob,0.91,457
173,0,460,149,0.4117647058823529,1.0,0.24466338259441708,et_fault_prob,0.911522737195007,463
173,0,468,141,0.40153452685422,1.0,0.2315270935960591,et_fault_prob,0.9131479607304307,471
173,0,475,134,0.39258312020460356,1.0,0.2200328407224959,et_fault_prob,0.915,478
173,0,476,133,0.391304347826087,1.0,0.21839080459770116,et_fault_prob,0.9152087940724719,479
173,0,484,125,0.38107416879795397,1.0,0.20525451559934318,et_fault_prob,0.9170533668641999,487
173,0,491,118,0.3721227621483376,1.0,0.19376026272577998,et_fault_prob,0.9179175067920151,494
173,0,496,113,0.3657289002557545,1.0,0.18555008210180624,et_fault_prob,0.92,499
173,0,499,110,0.3618925831202046,1.0,0.180623973727422,et_fault_prob,0.9217069533999775,502
173,0,507,102,0.3516624040920716,1.0,0.16748768472906403,et_fault_prob,0.9245556150614229,510
173,0,509,100,0.3491048593350384,1.0,0.16420361247947454,et_fault_prob,0.925,512
173,0,515,94,0.3414322250639386,1.0,0.15435139573070608,et_fault_prob,0.9265636209027065,518
173,0,523,86,0.3312020460358056,1.0,0.1412151067323481,et_fault_prob,0.9283981801848222,526
173,0,530,79,0.32225063938618925,1.0,0.1297208538587849,et_fault_prob,0.9294691272959799,533
173,0,532,77,0.319693094629156,1.0,0.12643678160919541,et_fault_prob,0.93,535
